-0.0009,0.091985513,0.02015381,3.863659286
-0.0006,0.070617991,0.007943797,3.863659286
-0.0003,0.091985513,0.02015381,3.854501777
0,0.095038016,0.004891294,3.85755428
0.0003,-3.79079837,-0.004266215,3.808714231
0.0006,-3.677855757,-0.031738742,3.756821679
0.0009,-3.552703132,-0.034791245,3.659141581
0.0012,-3.39092047,-0.056158767,3.552303974
0.0015,-3.238295317,-0.062263773,3.405783828
0.0018,-3.027672607,-0.080578791,3.265368687
0.0021,-2.85062743,-0.083631294,3.079166001
0.0024,-2.606427186,-0.095841306,2.902120824
0.0027,-2.395804475,-0.101946313,2.69760312
0.003,-2.148551728,-0.114156325,2.493085415
0.0033,-1.907403987,-0.111103822,2.267200189
0.0036,-1.666256245,-0.123313834,2.035209957
0.0039,-1.415950995,-0.120261331,1.797114719
0.0042,-1.187013266,-0.12941884,1.565124487
0.0045,-0.933655513,-0.120261331,1.323976746
0.0048,-0.707770287,-0.12941884,1.085881508
0.0051,-0.466622546,-0.120261331,0.850838773
0.0054,-0.268209847,-0.123313834,0.624953547
0.0057,-0.030114609,-0.104998816,0.402120824
0.006,0.146930568,-0.114156325,0.191498114
0.0063,0.360605781,-0.095841306,-0.019124597
0.0066,0.507125928,-0.101946313,-0.20227478
0.0069,0.702486123,-0.083631294,-0.385424963
0.0072,0.821533742,-0.0897363,-0.547207625
0.0075,0.986368907,-0.071421282,-0.702885281
0.0078,1.087101508,-0.074473785,-0.837195415
0.0081,1.20920163,-0.056158767,-0.96234804
0.0084,1.291619212,-0.05921127,-1.069185647
0.0087,1.370984292,-0.043948755,-1.157708236
0.009,1.432034353,-0.040896252,-1.240125818
0.0093,1.46866439,-0.028686239,-1.304228382
0.0096,1.502241923,-0.025633736,-1.350015928
0.0099,1.505294426,-0.016476227,-1.383593462
0.0102,1.514451935,-0.013423724,-1.404960983
0.0105,1.483926905,0.001838791,-1.411065989
0.0108,1.474769396,0.001838791,-1.404960983
0.0111,1.419824341,0.0109963,-1.383593462
0.0114,1.392351813,0.017101306,-1.356120934
0.0117,1.309934231,0.023206313,-1.316438394
0.012,1.273304194,0.029311319,-1.264545842
0.0123,1.16951909,0.032363822,-1.206548284
0.0126,1.123731545,0.038468828,-1.139393217
0.0129,1.026051447,0.038468828,-1.069185647
0.0132,0.949738871,0.044573834,-0.980663059
0.0135,0.858163779,0.044573834,-0.904350482
0.0138,0.763536184,0.044573834,-0.812775391
0.0141,0.66890859,0.044573834,-0.727305305
0.0144,0.571228492,0.044573834,-0.629625208
0.0147,0.476600897,0.047626337,-0.541102619
0.015,0.372815794,0.047626337,-0.449527527
0.0153,0.287345708,0.047626337,-0.354899933
0.0156,0.186613107,0.044573834,-0.263324841
0.0159,0.107248028,0.05067884,-0.17174975
0.0162,0.003462924,0.044573834,-0.09238467
0.0165,-0.057587137,0.047626337,-0.000809579
0.0168,-0.158319737,0.044573834,0.072450495
0.0171,-0.204107283,0.047626337,0.15792058
0.0174,-0.298734878,0.038468828,0.222023144
0.0177,-0.329259908,0.038468828,0.29833572
0.018,-0.414729994,0.035416325,0.350228272
0.0183,-0.433045012,0.035416325,0.417383339
0.0186,-0.494095073,0.029311319,0.457065879
0.0189,-0.509357589,0.026258816,0.508958431
0.0192,-0.536830116,0.023206313,0.539483462
0.0195,-0.56125014,0.02015381,0.579166001
0.0198,-0.573460153,0.014048803,0.600533523
0.0201,-0.591775171,0.014048803,0.618848541
0.0204,-0.591775171,0.007943797,0.62800605
0.0207,-0.60093268,0.004891294,0.640216062
0.021,-0.588722668,0.004891294,0.640216062
0.0213,-0.591775171,-0.001213712,0.637163559
0.0216,-0.564302643,-0.001213712,0.62800605
0.0219,-0.558197637,-0.004266215,0.609691032
0.0222,-0.524620104,-0.007318718,0.59748102
0.0225,-0.512410092,-0.016476227,0.573060995
0.0228,-0.469675049,-0.007318718,0.554745977
0.0231,-0.463570043,-0.016476227,0.524220946
0.0234,-0.405572485,-0.007318718,0.502853425
0.0237,-0.402519982,-0.01952873,0.463170885
0.024,-0.332312411,-0.010371221,0.441803364
0.0243,-0.326207405,-0.022581233,0.396015818
0.0246,-0.255999835,-0.013423724,0.371595794
0.0249,-0.228527308,-0.022581233,0.322755745
0.0252,-0.176634756,-0.016476227,0.295283217
0.0255,-0.140004719,-0.022581233,0.252548175
0.0258,-0.100322179,-0.016476227,0.218970641
0.0261,-0.066744646,-0.025633736,0.176235598
0.0264,-0.033167112,-0.016476227,0.142658065
0.0267,0.003462924,-0.022581233,0.106028028
0.027,0.027882949,-0.013423724,0.075502998
0.0273,0.061460482,-0.01952873,0.041925464
0.0276,0.079775501,-0.013423724,0.014452937
0.0279,0.116405537,-0.01952873,-0.019124597
0.0282,0.125563046,-0.010371221,-0.049649628
0.0285,0.162193083,-0.013423724,-0.067964646
0.0288,0.156088077,-0.007318718,-0.09238467
0.0291,0.19882312,-0.007318718,-0.107647186
0.0294,0.180508101,-0.007318718,-0.138172216
0.0297,0.223243144,-0.004266215,-0.141224719
0.03,0.201875623,-0.001213712,-0.162592241
0.0303,0.238505659,0.001838791,-0.156487234
0.0306,0.22934815,0.001838791,-0.177854756
