-0.0009,0.057797979,0.280836569,3.628819884,-0.667539576,1.705808977
-0.0006,0.070007991,0.283889072,3.628819884,-0.093970318,0.944248754
-0.0003,0.073060495,0.277784066,3.628819884,0.461736281,0.392015924
0,0.070007991,0.283889072,3.622714878,1,0
0.0003,-3.748673327,6.29E-06,3.607452363,1.521231833,-0.270270271
0.0006,-3.208380287,-0.454816667,3.56471732,2.025834167,-0.448823467
0.0009,-2.704717283,-0.830274542,3.503667259,2.514200945,-0.55900295
0.0012,-2.295681874,-1.129419841,3.412092167,2.986717837,-0.618870983
0.0015,-1.91106649,-1.367515079,3.329674585,3.443762401,-0.642328833
0.0018,-1.6210787,-1.553717766,3.219784475,3.885704242,-0.640008803
0.0021,-1.315828394,-1.694132906,3.112946868,4.312905171,-0.619983342
0.0024,-1.11131069,-1.79791801,2.993899249,4.725719353,-0.58832764
0.0027,-0.873215452,-1.865073077,2.890114145,5.124493467,-0.549564991
0.003,-0.723642802,-1.913913126,2.755804011,5.509566845,-0.507018532
0.0033,-0.549650128,-1.932228144,2.645913901,5.881271623,-0.463088293
0.0036,-0.436707515,-1.935280647,2.511603767,6.23993288,-0.419468784
0.0039,-0.31155489,-1.920018132,2.410871166,6.585868782,-0.377319315
0.0042,-0.219979799,-1.895598107,2.279613535,6.919390713,-0.337396836
0.0045,-0.143667222,-1.852863065,2.172775928,7.240803414,-0.300159099
0.0048,-0.076512155,-1.810128022,2.053728309,7.550405115,-0.265844402
0.0051,-0.024619603,-1.75823547,1.956048211,7.848487661,-0.234532883
0.0054,0.024220446,-1.700237912,1.840053095,8.135336644,-0.206193329
0.0057,0.051692973,-1.639187851,1.751530507,8.41123152,-0.180718657
0.006,0.094428016,-1.575085287,1.647745403,8.676445741,-0.15795256
0.0063,0.106638028,-1.514035226,1.562275317,8.931246867,-0.137709294
0.0066,0.137163059,-1.440775153,1.467647723,9.175896686,-0.119788168
0.0069,0.131058053,-1.382777595,1.391335147,9.410651329,-0.103983962
0.0072,0.161583083,-1.309517521,1.305865061,9.635761387,-0.090094245
0.0075,0.149373071,-1.251519963,1.235657491,9.851472015,-0.077924335
0.0078,0.173793095,-1.181312393,1.159344915,10.05802305,-0.067290495
0.0081,0.149373071,-1.129419841,1.098294853,10.2556491,-0.05802183
0.0084,0.176845598,-1.059212271,1.031139786,10.44457967,-0.049961213
0.0087,0.149373071,-1.010372222,0.970089725,10.62503927,-0.042965535
0.009,0.173793095,-0.952374664,0.918197173,10.79724747,-0.036905472
0.0093,0.15853058,-0.903534615,0.860199615,10.96141906,-0.031664927
0.0096,0.164635586,-0.851642063,0.81441207,11.11776409,-0.027140264
0.0099,0.15853058,-0.802802015,0.759467015,11.26648801,-0.023239421
0.0102,0.155478077,-0.757014469,0.722836978,11.40779176,-0.01988097
0.0105,0.152425574,-0.711226923,0.673996929,11.5418718,-0.016993153
0.0108,0.143268065,-0.674596886,0.640419396,11.66892031,-0.014512951
0.0111,0.143268065,-0.631861844,0.597684353,11.78912515,-0.012385177
0.0114,0.131058053,-0.595231807,0.561054316,11.90267006,-0.010561641
0.0117,0.131058053,-0.55860177,0.52442428,12.00973467,-0.009000356
0.012,0.115795537,-0.531129243,0.500004255,12.11049462,-0.007664827
0.0123,0.121900543,-0.4883942,0.463374219,12.20512163,-0.006523392
0.0126,0.103585525,-0.467026679,0.4450592,12.29378357,-0.005548636
0.0129,0.109690531,-0.430396642,0.408429164,12.37664456,-0.004716856
0.0132,0.091375513,-0.412081624,0.393166648,12.45386502,-0.004007598
0.0135,0.097480519,-0.372399084,0.365694121,12.52560178,-0.00340323
0.0138,0.079165501,-0.363241575,0.356536612,12.59200813,-0.002888577
0.0141,0.08832301,-0.326611538,0.329064084,12.65323387,-0.002450593
