2.62	0.67	0.16	-0.39	2.62	0.28	-0.02	0.02	2.62	0.17	-0.01	0.05
2.64	0.67	0.05	-0.48	2.64	0.36	0.05	-0.06	2.64	0.31	0	-0.1
2.66	0.61	0.03	-0.4	2.66	0.28	0.02	0.02	2.66	0.36	0.02	-0.15
2.68	0.7	0.13	-0.39	2.68	0.31	0	0	2.68	0.28	0.01	-0.01
2.7	0.57	0.12	-0.4	2.7	0.33	-0.01	0.05	2.7	0.34	-0.02	-0.04
2.72	0.56	0.08	-0.23	2.72	0.31	-0.36	0.24	2.72	0.29	-0.03	0.01
2.74	0.65	0.14	-0.16	2.74	0.43	-0.39	0.51	2.74	0.26	0.01	0.07
2.76	0.62	0.01	-0.24	2.76	0.34	-0.47	0.52	2.76	0.25	0.06	-0.07
2.78	0.67	0.13	-0.23	2.78	0.36	-0.35	0.54	2.78	0.31	0	-0.06
2.8	0.53	0.07	-0.09	2.8	0.31	-0.4	0.51	2.8	0.26	-0.02	-0.13
2.82	0.62	-0.06	-0.26	2.82	0.34	-0.4	0.5	2.82	0.31	0.01	-0.12
2.84	0.42	-0.02	-0.11	2.84	0.41	-0.29	0.42	2.84	0.28	0.03	-0.1
2.86	0.52	-0.01	0.01	2.86	0.26	-0.28	0.47	2.86	0.24	0.02	-0.14
2.88	0.5	0.13	0.05	2.88	0.35	-0.25	0.49	2.88	0.35	0.05	0
2.9	0.43	-0.08	0.09	2.9	0.47	-0.4	0.44	2.9	0.33	0.11	-0.07
2.92	0.54	-0.19	0.23	2.92	0.37	-0.32	0.25	2.92	0.33	-0.02	0
2.94	0.43	-0.18	-0.01	2.94	0.3	-0.22	0.28	2.94	0.39	0.08	-0.01
2.96	0.47	0.03	0.14	2.96	0.26	-0.14	0.31	2.96	0.27	0.02	-0.04
2.98	0.39	-0.07	0.17	2.98	0.2	-0.17	0.08	2.98	0.4	0.09	0.02
3	0.34	-0.12	0.21	3	0.24	-0.03	0.2	3	0.32	-0.02	0.01
3.02	0.4	-0.15	0.19	3.02	0.34	-0.1	0.04	3.02	0.21	0	-0.02
3.04	0.34	-0.1	0.35	3.04	0.3	-0.03	0	3.04	0.27	-0.01	0
3.06	0.4	-0.24	0.36	3.06	0.38	-0.06	0.04	3.06	0.31	0.14	0
3.08	0.3	-0.04	0.23	3.08	0.23	0.05	-0.21	3.08	0.33	0.06	-0.05
3.1	0.36	0.01	0.41	3.1	0.3	0.09	-0.17	3.1	0.39	-0.03	-0.08
3.12	0.19	-0.14	0.35	3.12	0.19	0.08	-0.26	3.12	0.25	0.03	0
3.14	0.25	-0.1	0.38	3.14	0.21	0.21	-0.34	3.14	0.35	-0.04	0.02
3.16	0.18	0.02	0.43	3.16	0.16	0.15	-0.3	3.16	0.3	0.06	-0.01
3.18	0.09	-0.01	0.37	3.18	0.21	0.41	-0.42	3.18	0.31	-0.03	-0.12
3.2	0.27	-0.06	0.47	3.2	0.27	0.32	-0.58	3.2	0.32	0	-0.01
3.22	0.16	-0.03	0.37	3.22	0.24	0.34	-0.51	3.22	0.34	0.06	0
3.24	0.16	-0.15	0.35	3.24	0.21	0.34	-0.65	3.24	0.36	0.07	0.05
3.26	0.2	-0.07	0.57	3.26	0.16	0.33	-0.53	3.26	0.26	0.08	-0.08
3.28	0.14	0	0.43	3.28	0.24	0.42	-0.57	3.28	0.3	0.04	0.02
3.3	0.17	0.03	0.51	3.3	0.29	0.48	-0.7	3.3	0.37	-0.04	-0.16
3.32	0.08	0.22	0.4	3.32	0.13	0.6	-0.63	3.32	0.32	-0.03	0.02
3.34	0.04	0.06	0.31	3.34	0.2	0.46	-0.68	3.34	0.38	0.03	0.05
3.36	0.18	-0.03	0.41	3.36	0.22	0.49	-0.53	3.36	0.34	0.02	0.05
3.38	0.03	0.1	0.34	3.38	0.37	0.49	-0.61	3.38	0.31	0	0.01
3.4	0.08	0.14	0.31	3.4	0.24	0.5	-0.65	3.4	0.34	0.03	-0.06
3.42	-0.02	0.06	0.31	3.42	0.24	0.34	-0.52	3.42	0.33	0.09	-0.06
3.44	0.11	0.09	0.24	3.44	0.23	0.45	-0.55	3.44	0.83	-0.13	-0.03
3.46	0.06	0.08	0.33	3.46	0.21	0.28	-0.61	3.46	0.84	-0.33	0.05
3.48	-0.07	0.24	0.13	3.48	0.31	0.33	-0.46	3.48	0.84	-0.43	-0.07
3.5	-0.07	0.21	0.07	3.5	0.3	0.45	-0.47	3.5	0.88	-0.37	-0.15
3.52	0.08	0.16	0.25	3.52	0.29	0.18	-0.41	3.52	0.81	-0.29	-0.11
3.54	-0.2	0.17	0.19	3.54	0.34	0.28	-0.44	3.54	0.82	-0.34	-0.08
3.56	-0.1	0.22	0.04	3.56	0.19	0.38	-0.37	3.56	0.86	-0.3	-0.01
3.58	0	0.24	0.17	3.58	0.34	0.3	-0.41	3.58	0.94	-0.3	-0.03
3.6	-0.08	0.33	-0.03	3.6	0.44	0.31	-0.25	3.6	0.82	-0.41	-0.12
3.62	-0.03	0.23	-0.08	3.62	0.24	0.08	-0.18	3.62	0.81	-0.28	-0.16
3.64	0.01	0.19	0.06	3.64	0.25	0.21	-0.16	3.64	0.82	-0.3	-0.09
3.66	-0.05	0.29	-0.07	3.66	0.31	0.23	-0.08	3.66	0.75	-0.31	-0.07
3.68	-0.1	0.21	-0.1	3.68	0.27	-0.02	-0.13	3.68	0.75	-0.17	-0.14
3.7	0.03	0.4	-0.23	3.7	0.4	0.07	0.02	3.7	0.75	-0.09	-0.09
3.72	-0.08	0.41	-0.08	3.72	0.33	0.15	0.14	3.72	0.59	0.02	-0.12
3.74	-0.02	0.41	-0.23	3.74	0.42	0.01	-0.03	3.74	0.67	-0.12	0.01
3.76	0.01	0.24	-0.21	3.76	0.32	-0.12	0.16	3.76	0.68	0.05	-0.04
3.78	-0.09	0.18	-0.18	3.78	0.51	-0.15	0.15	3.78	0.7	-0.07	-0.16
3.8	0.06	0.26	-0.11	3.8	0.34	-0.33	0.28	3.8	0.65	0.06	-0.23
3.82	-0.08	0.2	-0.25	3.82	0.36	-0.21	0.18	3.82	0.48	0.04	-0.22
3.84	0.04	0.29	-0.25	3.84	0.46	-0.3	0.37	3.84	0.57	0.18	-0.16
3.86	-0.05	0.19	-0.13	3.86	0.38	-0.23	0.41	3.86	0.53	0.04	-0.17
3.88	0.05	0.16	-0.16	3.88	0.29	-0.27	0.45	3.88	0.5	0.24	-0.2
3.9	0.08	0.2	-0.21	3.9	0.34	-0.47	0.51	3.9	0.45	0.27	-0.07
3.92	0.05	0.1	-0.26	3.92	0.43	-0.3	0.51	3.92	0.36	0.34	-0.34
3.94	-0.12	0.37	-0.12	3.94	0.39	-0.41	0.54	3.94	0.4	0.11	-0.16
3.96	0.03	0.08	-0.17	3.96	0.35	-0.53	0.57	3.96	0.4	0.31	-0.38
3.98	-0.02	0.03	-0.17	3.98	0.43	-0.45	0.6	3.98	0.21	0.24	-0.13
4	0.12	0.17	-0.32	4	0.22	-0.32	0.47	4	0.31	0.4	-0.13
4.02	0.08	0.16	-0.22	4.02	0.44	-0.44	0.48	4.02	0.26	0.44	-0.14
4.04	0.02	-0.02	-0.18	4.04	0.32	-0.52	0.56	4.04	0.23	0.28	-0.28
4.06	0.19	-0.11	-0.32	4.06	0.45	-0.47	0.62	4.06	0.11	0.32	-0.22
4.08	0.06	0.04	-0.16	4.08	0.52	-0.46	0.69	4.08	0.22	0.38	-0.11
4.1	0.2	-0.02	-0.22	4.1	0.41	-0.47	0.62	4.1	0.14	0.34	-0.14
4.12	0.19	0.21	-0.17	4.12	0.43	-0.17	0.44	4.12	0.08	0.51	-0.06
4.14	0.16	-0.29	-0.1	4.14	0.37	-0.22	0.53	4.14	0.09	0.4	-0.15
4.16	0.09	-0.23	-0.11	4.16	0.32	-0.62	0.48	4.16	-0.03	0.54	-0.13
4.18	0.32	-0.21	-0.19	4.18	0.26	-0.35	0.44	4.18	0.15	0.25	-0.04
4.2	0.26	-0.15	-0.18	4.2	0.35	-0.3	0.25	4.2	0.13	0.46	0.09
4.22	0.15	-0.22	0.02	4.22	0.33	-0.35	0.25	4.22	0.11	0.41	0
4.24	0.37	-0.28	-0.11	4.24	0.34	-0.17	0.3	4.24	0.16	0.53	0.02
4.26	0.16	-0.44	-0.08	4.26	0.27	-0.05	0.17	4.26	-0.02	0.38	0.08
4.28	0.25	-0.36	-0.17	4.28	0.38	-0.11	0.18	4.28	-0.18	0.42	0.16
4.3	0.43	-0.39	-0.02	4.3	0.29	-0.06	0.06	4.3	-0.12	0.46	0.12
4.32	0.35	-0.46	-0.12	4.32	0.47	-0.12	0.19	4.32	-0.18	0.37	0.21
4.34	0.38	-0.44	0.08	4.34	0.36	-0.07	-0.11	4.34	-0.04	0.35	0.11
4.36	0.21	-0.51	0	4.36	0.22	0	0	4.36	-0.01	0.24	0.18
4.38	0.46	-0.45	-0.11	4.38	0.18	0.12	-0.08	4.38	-0.2	0.43	0.35
4.4	0.45	-0.4	-0.1	4.4	0.26	0.25	-0.15	4.4	-0.12	0.41	0.37
4.42	0.43	-0.58	-0.12	4.42	0.32	0.29	-0.16	4.42	-0.16	0.33	0.46
4.44	0.43	-0.64	-0.06	4.44	0.27	0.03	-0.2	4.44	-0.12	0.23	0.36
4.46	0.49	-0.53	0.04	4.46	0.36	0.34	-0.1	4.46	-0.15	0.29	0.33
4.48	0.33	-0.44	-0.01	4.48	0.31	0.23	-0.37	4.48	-0.19	0.1	0.46
4.5	0.35	-0.51	0.06	4.5	0.18	0.29	-0.37	4.5	-0.14	0.12	0.42
4.52	0.48	-0.62	-0.04	4.52	0.23	0.46	-0.5	4.52	-0.15	0.23	0.37
4.54	0.57	-0.55	-0.09	4.54	0.25	0.36	-0.43	4.54	-0.1	0.15	0.41
4.56	0.62	-0.47	-0.16	4.56	0.24	0.47	-0.57	4.56	-0.23	0.05	0.46
4.58	0.49	-0.58	-0.15	4.58	0.15	0.39	-0.58	4.58	-0.09	0.14	0.54
4.6	0.34	-0.55	-0.17	4.6	0.16	0.45	-0.57	4.6	-0.21	-0.01	0.43
4.62	0.44	-0.45	-0.22	4.62	0.23	0.37	-0.68	4.62	-0.1	-0.05	0.59
4.64	0.48	-0.48	-0.2	4.64	0.21	0.56	-0.59	4.64	-0.05	0.11	0.61
4.66	0.5	-0.47	-0.21	4.66	0.28	0.62	-0.65	4.66	-0.19	0.05	0.48
4.68	0.42	-0.4	-0.15	4.68	0.17	0.42	-0.62	4.68	-0.13	-0.14	0.55
4.7	0.43	-0.33	-0.29	4.7	0.29	0.4	-0.63	4.7	0.02	0.08	0.47
4.72	0.61	-0.27	-0.3	4.72	0.18	0.46	-0.7	4.72	-0.13	-0.04	0.52
4.74	0.49	-0.41	-0.19	4.74	0.21	0.36	-0.65	4.74	-0.13	-0.2	0.28
4.76	0.43	-0.33	-0.3	4.76	0.29	0.39	-0.45	4.76	-0.07	0.18	0.28
4.78	0.47	-0.23	-0.23	4.78	0.24	0.49	-0.44	4.78	-0.03	0.04	0.42
4.8	0.51	-0.26	-0.31	4.8	0.22	0.37	-0.56	4.8	0.09	-0.19	0.36
4.82	0.34	-0.59	-0.43	4.82	0.21	0.54	-0.51	4.82	-0.01	-0.13	0.34
4.84	0.68	-0.12	-0.37	4.84	0.24	0.35	-0.56	4.84	-0.05	-0.1	0.39
4.86	0.51	-0.22	-0.36	4.86	0.29	0.29	-0.38	4.86	-0.08	-0.02	0.36
4.88	0.44	-0.19	-0.46	4.88	0.18	0.29	-0.37	4.88	-0.02	0	0.28
4.9	0.26	-0.21	-0.26	4.9	0.31	0.31	-0.37	4.9	0.02	-0.18	0.47
4.92	0.44	0.03	-0.28	4.92	0.33	0.14	-0.21	4.92	0.04	-0.18	0.26
4.94	0.32	0.05	-0.45	4.94	0.26	0.23	-0.21	4.94	0.03	-0.33	0.18
4.96	0.49	0.26	-0.6	4.96	0.35	0.16	-0.18	4.96	0.03	-0.53	-0.07
4.98	0.43	0.01	-0.42	4.98	0.31	0.03	-0.12	4.98	0	-0.3	0.17
5	0.37	-0.05	-0.42	5	0.27	0.02	0.04	5	-0.01	-0.22	-0.07
5.02	0.38	0.14	-0.32	5.02	0.45	-0.01	0.06	5.02	0.14	-0.29	-0.3
5.04	0.44	0.17	-0.31	5.04	0.35	-0.2	-0.04	5.04	0.05	-0.21	-0.53
5.06	0.43	0.22	-0.3	5.06	0.21	-0.02	0.11	5.06	0.11	-0.13	-0.18
5.08	0.38	0.04	-0.27	5.08	0.31	-0.11	0.22	5.08	0.27	-0.11	-0.07
5.1	0.13	0.17	-0.35	5.1	0.18	-0.24	0.27	5.1	0.11	-0.13	-0.16
5.12	0.36	0.06	-0.42	5.12	0.25	-0.34	0.27	5.12	0.24	-0.24	-0.14
5.14	0.23	0.04	-0.28	5.14	0.39	-0.25	0.31	5.14	0.28	-0.08	-0.33
5.16	0.28	0.19	-0.25	5.16	0.36	-0.3	0.34	5.16	0.25	-0.29	0.02
5.18	0.41	0.3	-0.16	5.18	0.32	-0.29	0.54	5.18	0.29	-0.23	-0.27
5.2	0.3	0.24	-0.21	5.2	0.33	-0.31	0.49	5.2	0.33	-0.32	-0.62
5.22	0.4	0.37	-0.42	5.22	0.43	-0.49	0.43	5.22	0.37	-0.3	-0.57
5.24	0.4	0.34	-0.29	5.24	0.32	-0.35	0.5	5.24	0.37	-0.11	-0.45
5.26	0.38	0.32	-0.06	5.26	0.31	-0.55	0.44	5.26	0.35	-0.21	-0.67
5.28	0.26	0.33	-0.15	5.28	0.28	-0.42	0.44	5.28	0.32	-0.29	-0.57
5.3	0.33	0.25	0.02	5.3	0.36	-0.45	0.49	5.3	0.5	-0.13	-0.65
5.32	0.3	0.49	0.08	5.32	0.31	-0.43	0.55	5.32	0.39	-0.29	-0.68
5.34	0.34	0.28	0.02	5.34	0.43	-0.43	0.45	5.34	0.46	-0.22	-0.82
5.36	0.16	0.32	0	5.36	0.32	-0.45	0.59	5.36	0.33	-0.29	-0.67
5.38	0.35	0.18	-0.06	5.38	0.32	-0.38	0.72	5.38	0.44	-0.23	-0.65
5.4	0.14	0.2	0.03	5.4	0.19	-0.34	0.48	5.4	0.45	-0.24	-0.85
5.42	0.3	0.23	0.1	5.42	0.5	-0.42	0.53	5.42	0.49	-0.3	-0.82
5.44	0.17	0.33	0.2	5.44	0.38	-0.34	0.41	5.44	0.46	-0.32	-0.71
5.46	0.18	0.35	0.22	5.46	0.36	-0.27	0.4	5.46	0.46	-0.3	-0.64
5.48	0.13	0.38	0.2	5.48	0.22	-0.43	0.42	5.48	0.54	-0.3	-0.74
5.5	0.11	0.14	0.39	5.5	0.36	-0.34	0.28	5.5	0.55	-0.28	-0.76
5.52	0.26	0.29	0.34	5.52	0.41	-0.17	0.38	5.52	0.62	-0.26	-0.79
