0	0.26	0.02	0.03	0	0.35	-0.04	-0.06	0	0.2	-0.03	0.01
0.02	0.32	0.11	-0.06	0.02	0.28	0.03	-0.05	0.02	0.22	0.03	-0.05
0.04	0.32	-0.06	-0.06	0.04	0.24	0.08	0.04	0.04	0.33	0.04	-0.03
0.06	0.26	-0.04	-0.04	0.06	0.31	-0.03	-0.06	0.06	0.31	0.02	0.04
0.08	0.35	0.01	-0.04	0.08	0.34	0.04	0	0.08	0.33	-0.04	0.03
0.1	0.24	0.01	-0.11	0.1	0.27	0.04	-0.02	0.1	0.25	0	-0.04
0.12	0.3	0.03	-0.07	0.12	0.39	-0.01	-0.06	0.12	0.3	0.01	-0.05
0.14	0.28	0.03	-0.03	0.14	0.35	-0.06	-0.05	0.14	0.28	0.07	-0.06
0.16	0.2	0.02	0.01	0.16	0.35	-0.01	-0.07	0.16	0.32	-0.05	-0.09
0.18	0.32	0.04	-0.05	0.18	0.19	0	-0.01	0.18	0.26	0.08	-0.02
0.2	0.25	-0.01	-0.07	0.2	0.21	0.03	0.05	0.2	0.26	0.11	0.02
0.22	0.32	0.06	-0.13	0.22	0.19	0.03	0.05	0.22	0.34	-0.03	-0.08
0.24	0.38	0.08	0.1	0.24	0.24	0.05	0.04	0.24	0.25	0.1	-0.01
0.26	0.27	-0.07	-0.03	0.26	0.37	-0.07	-0.08	0.26	0.34	0.02	-0.05
0.28	0.25	0	-0.02	0.28	0.31	-0.11	-0.06	0.28	0.27	0.08	-0.05
0.3	0.41	0.04	-0.11	0.3	0.34	0	-0.01	0.3	0.22	0.05	-0.07
0.32	0.28	0.06	-0.01	0.32	0.31	0.04	-0.06	0.32	0.3	0.02	-0.05
0.34	0.24	-0.04	-0.05	0.34	0.22	-0.04	-0.03	0.34	0.28	0.03	-0.02
0.36	0.28	0.13	0.06	0.36	0.29	-0.04	-0.06	0.36	0.41	0.04	-0.09
0.38	0.28	0.08	-0.05	0.38	0.29	0.04	0.07	0.38	0.27	0	-0.04
0.4	0.32	0	-0.04	0.4	0.35	-0.03	-0.03	0.4	0.3	0	0
0.42	0.29	0.06	0.06	0.42	0.24	-0.02	-0.05	0.42	0.31	-0.02	0.06
0.44	0.4	0.16	-0.1	0.44	0.29	0.07	-0.05	0.44	0.37	0.06	-0.08
0.46	0.32	0.06	0.01	0.46	0.27	0.08	-0.07	0.46	0.28	0.02	-0.02
0.48	0.32	-0.06	-0.15	0.48	0.33	0.03	0.03	0.48	0.26	0.09	0.02
0.5	0.28	0.04	-0.08	0.5	0.29	-0.09	0.04	0.5	0.25	0.15	0
0.52	0.28	0.05	0.01	0.52	0.29	0.1	0.01	0.52	0.39	0.07	-0.16
0.54	0.25	0.08	-0.08	0.54	0.3	-0.01	-0.01	0.54	0.25	0.1	-0.05
0.56	0.34	-0.02	-0.06	0.56	0.26	0.02	-0.07	0.56	0.26	0.04	-0.03
0.58	0.27	-0.05	-0.08	0.58	0.3	0.02	-0.01	0.58	0.3	0	0.04
0.6	0.39	0	0.04	0.6	0.29	-0.03	-0.07	0.6	0.35	0.09	-0.05
0.62	0.19	0.01	-0.1	0.62	0.35	0.02	-0.08	0.62	0.42	0.05	0.02
0.64	0.32	0.07	0	0.64	0.3	0.03	-0.01	0.64	0.24	0.1	0.04
0.66	0.31	0.1	0.02	0.66	0.25	0.02	-0.05	0.66	0.21	-0.01	-0.06
0.68	0.26	-0.01	-0.01	0.68	0.31	0.16	-0.08	0.68	0.17	0	-0.04
0.7	0.28	-0.03	-0.05	0.7	0.32	0.05	-0.13	0.7	0.24	0.04	-0.1
0.72	0.35	0.04	-0.05	0.72	0.29	0.05	0.06	0.72	0.28	0	-0.05
0.74	0.36	0.03	-0.05	0.74	0.32	0.03	-0.08	0.74	0.27	-0.02	-0.03
0.76	0.35	0.01	-0.08	0.76	0.31	0.02	-0.13	0.76	0.32	0	-0.13
0.78	0.31	-0.04	-0.01	0.78	0.3	0.03	0.01	0.78	0.23	0.06	-0.1
0.8	0.26	0.08	-0.09	0.8	0.34	0.12	-0.06	0.8	0.29	0	0
0.82	0.36	-0.03	-0.01	0.82	0.26	-0.01	-0.02	0.82	0.29	-0.07	0.02
0.84	0.25	0.11	-0.03	0.84	0.28	0	0.09	0.84	0.21	0	-0.05
0.86	0.26	0.01	0.05	0.86	0.31	0.04	-0.06	0.86	0.32	0.09	-0.08
0.88	0.28	-0.04	0	0.88	0.31	0	-0.08	0.88	0.28	0.07	0.06
0.9	0.32	0.03	-0.03	0.9	0.38	-0.04	0.07	0.9	0.32	0	-0.02
0.92	0.36	0.06	-0.07	0.92	0.26	0.01	-0.04	0.92	0.25	0.06	-0.09
0.94	0.4	0.01	-0.04	0.94	0.2	0.01	-0.03	0.94	0.3	0.04	-0.11
0.96	0.36	0.03	-0.03	0.96	0.39	0.1	0.05	0.96	0.26	0.05	0.01
0.98	0.28	0.12	-0.05	0.98	0.33	0.06	0.04	0.98	0.26	0	0.05
1	0.28	0.09	-0.13	1	0.26	0.02	0.01	1	0.24	-0.02	-0.1
1.02	0.3	0.14	-0.15	1.02	0.31	0.06	-0.07	1.02	0.29	0.1	-0.12
1.04	0.31	-0.01	-0.05	1.04	0.27	0.06	-0.06	1.04	0.28	-0.05	-0.01
1.06	0.29	0.07	0.06	1.06	0.22	-0.06	-0.13	1.06	0.32	0	0.03
1.08	0.36	0	-0.02	1.08	0.28	0.06	-0.06	1.08	0.31	0.01	-0.03
1.1	0.26	0.09	0.04	1.1	0.31	0.07	-0.03	1.1	0.32	-0.11	0.04
1.12	0.4	0.02	-0.05	1.12	0.25	-0.1	-0.02	1.12	0.32	0.05	0.04
1.14	0.3	0.14	-0.05	1.14	0.27	-0.09	-0.04	1.14	0.26	0.04	-0.09
1.16	0.27	0	-0.08	1.16	0.32	-0.04	-0.04	1.16	0.24	0.06	-0.05
1.18	0.29	-0.05	-0.03	1.18	0.24	-0.08	-0.05	1.18	0.33	0.07	-0.02
1.2	0.26	0.1	0.05	1.2	0.2	0.04	-0.14	1.2	0.21	0.11	-0.05
1.22	0.38	-0.02	-0.02	1.22	0.33	-0.04	-0.02	1.22	0.27	0.04	-0.06
1.24	0.32	-0.07	0.05	1.24	0.24	0.01	-0.08	1.24	0.29	0.04	-0.02
1.26	0.3	0.1	-0.06	1.26	0.32	-0.05	-0.13	1.26	0.31	0.04	-0.04
1.28	0.31	0.08	0.08	1.28	0.24	0.03	-0.05	1.28	0.38	0.1	-0.06
1.3	0.32	0.02	-0.02	1.3	0.23	0.04	-0.01	1.3	0.32	0.04	-0.06
1.32	0.32	-0.05	-0.02	1.32	0.3	0	-0.05	1.32	0.3	0	-0.08
1.34	0.26	-0.02	-0.02	1.34	0.26	-0.08	-0.06	1.34	0.26	0.07	-0.01
1.36	0.28	0.1	-0.01	1.36	0.18	0.06	-0.12	1.36	0.4	0.01	0.01
1.38	0.28	0	-0.04	1.38	0.32	0	-0.05	1.38	0.24	-0.03	-0.06
1.4	0.29	-0.01	0.08	1.4	0.33	0.04	-0.06	1.4	0.27	-0.12	-0.05
1.42	0.26	0.07	0.04	1.42	0.34	0.03	0.01	1.42	0.29	0	0.01
1.44	0.26	0.01	-0.06	1.44	0.22	-0.05	-0.1	1.44	0.24	-0.06	0
1.46	0.29	-0.04	-0.06	1.46	0.34	0.07	0.04	1.46	0.29	0.01	0.02
1.48	0.33	0	-0.06	1.48	0.29	-0.02	-0.07	1.48	0.22	0.02	-0.05
1.5	0.31	0.11	0	1.5	0.32	0.03	0.03	1.5	0.36	0.04	0.02
1.52	0.4	0.08	-0.03	1.52	0.29	-0.09	0.09	1.52	0.33	-0.02	-0.04
1.54	0.27	0.04	0.04	1.54	0.29	-0.01	-0.11	1.54	0.26	0.06	-0.03
1.56	0.34	0.05	0.06	1.56	0.25	0.02	-0.06	1.56	0.31	0.05	0.02
1.58	0.37	0.07	0.03	1.58	0.35	-0.01	-0.03	1.58	0.41	-0.04	-0.11
1.6	0.31	0.1	-0.06	1.6	0.27	-0.05	0	1.6	0.33	0.01	0.03
1.62	0.3	0.01	-0.04	1.62	0.27	-0.06	-0.06	1.62	0.32	0	-0.01
1.64	0.33	-0.01	0.02	1.64	0.34	0.12	0.06	1.64	0.34	0.13	-0.06
1.66	0.17	-0.04	0.05	1.66	0.39	0.02	0.05	1.66	0.25	0.04	-0.02
1.68	0.27	-0.01	0	1.68	0.29	0.02	-0.02	1.68	0.37	0.05	-0.04
1.7	0.3	-0.02	-0.1	1.7	0.37	-0.04	-0.05	1.7	0.32	0.06	-0.06
1.72	0.26	0.14	-0.02	1.72	0.31	-0.07	-0.06	1.72	0.37	0.1	-0.11
1.74	0.29	0.02	0.01	1.74	0.28	0.02	-0.09	1.74	0.32	0.05	0
1.76	0.3	0.1	0	1.76	0.31	0.04	0.01	1.76	0.38	-0.06	-0.02
1.78	0.28	-0.03	-0.06	1.78	0.28	-0.04	-0.03	1.78	0.27	-0.05	-0.06
1.8	0.29	0.02	0.03	1.8	0.32	-0.02	0.02	1.8	0.31	0.02	0.01
1.82	0.31	0.05	-0.01	1.82	0.32	0.08	0.08	1.82	0.32	0.01	-0.08
1.84	0.31	0.03	0.03	1.84	0.35	0.03	0.06	1.84	0.29	-0.06	0.01
1.86	0.32	0.01	0.1	1.86	0.37	0.07	-0.08	1.86	0.29	0.07	-0.1
1.88	0.32	0.11	-0.07	1.88	0.28	0	-0.14	1.88	0.26	0.03	-0.06
1.9	0.25	0.08	-0.1	1.9	0.38	0.1	-0.03	1.9	0.28	0	-0.04
1.92	0.24	-0.03	0	1.92	0.29	-0.1	0.06	1.92	0.37	0.02	-0.05
1.94	0.32	0.01	-0.02	1.94	0.18	0.07	0.07	1.94	0.34	0.01	0.12
1.96	0.33	0.03	0.02	1.96	0.32	0.03	0.06	1.96	0.38	-0.01	-0.02
1.98	0.33	0	0.03	1.98	0.26	-0.14	0.07	1.98	0.33	0.04	-0.02
2	0.28	0.09	0.02	2	0.22	-0.1	0.02	2	0.33	0.04	-0.12
2.02	0.22	0.04	-0.06	2.02	0.32	0.07	0.08	2.02	0.25	0.05	0.05
2.04	0.22	0.05	-0.03	2.04	0.28	-0.13	-0.04	2.04	0.32	-0.05	0.04
2.06	0.2	0	0.11	2.06	0.38	0.01	0.03	2.06	0.29	0.07	0.01
2.08	0.29	0.02	-0.13	2.08	0.21	0.08	0.01	2.08	0.27	0.01	0.04
2.1	0.29	0.02	-0.03	2.1	0.25	0.11	-0.06	2.1	0.23	-0.04	-0.02
2.12	0.41	-0.01	0.03	2.12	0.27	-0.05	0.01	2.12	0.22	0.04	0.03
2.14	0.27	0.07	-0.06	2.14	0.32	-0.01	0.05	2.14	0.39	0.11	0.03
2.16	0.18	0	-0.06	2.16	0.29	-0.07	0.09	2.16	0.29	-0.01	0.06
2.18	0.29	0.04	0.02	2.18	0.33	-0.01	0.02	2.18	0.3	0	0.02
2.2	0.2	0.12	-0.06	2.2	0.31	0.09	-0.15	2.2	0.22	0.07	-0.05
2.22	0.31	-0.06	-0.02	2.22	0.3	-0.05	-0.03	2.22	0.29	0.04	-0.02
2.24	0.29	0.04	-0.11	2.24	0.29	0.06	0	2.24	0.32	0.11	0.02
2.26	0.2	-0.06	-0.09	2.26	0.33	-0.06	-0.02	2.26	0.34	0.02	-0.05
2.28	0.26	-0.01	0.06	2.28	0.38	0.06	-0.06	2.28	0.35	0.05	0.03
2.3	0.22	-0.01	0.04	2.3	0.31	0.01	-0.08	2.3	0.3	0.03	-0.02
2.32	0.24	-0.02	-0.05	2.32	0.33	0.08	-0.05	2.32	0.37	-0.06	0
2.34	0.32	0.12	0.05	2.34	0.32	0.01	0.05	2.34	0.27	0	-0.01
2.36	0.29	-0.09	-0.04	2.36	0.32	-0.04	-0.02	2.36	0.37	0.06	-0.08
2.38	0.21	0	0	2.38	0.3	0.04	0	2.38	0.22	0.06	0.01
2.4	0.3	0	-0.05	2.4	0.33	-0.04	0	2.4	0.3	-0.01	0.06
2.42	0.29	0.11	0.06	2.42	0.34	0.03	0.13	2.42	0.26	0.06	-0.03
2.44	0.27	-0.01	-0.1	2.44	0.21	0.05	0.05	2.44	0.23	0.02	0.1
2.46	0.24	0.09	0.04	2.46	0.28	-0.09	-0.06	2.46	0.36	0.01	-0.03
2.48	0.34	0.02	-0.02	2.48	0.32	0.05	0.02	2.48	0.21	-0.1	0.03
2.5	0.33	-0.01	-0.21	2.5	0.26	0.02	-0.04	2.5	0.31	0	-0.05
2.52	0.65	0.1	-0.4	2.52	0.29	0.01	-0.04	2.52	0.27	-0.02	-0.11
2.54	0.63	0.2	-0.39	2.54	0.21	-0.04	0	2.54	0.27	0.11	0
2.56	0.69	0.08	-0.55	2.56	0.22	-0.11	0.04	2.56	0.27	0.1	-0.04
2.58	0.65	0.21	-0.45	2.58	0.29	0.05	0.05	2.58	0.35	0.09	0.08
2.6	0.57	0.12	-0.36	2.6	0.27	0.05	-0.05	2.6	0.26	0.08	-0.06
